params,strict_success,loose_success,avg_sim_success,avg_sim_tanimoto,avg_steps
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.3009377664109122,0.3290707587382779,0.7390344951389203,0.530755895826508,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.30008525149190113,0.34782608695652173,0.7182196684456053,0.5555581755579254,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.3111679454390452,0.35294117647058826,0.7230590721951946,0.5571009483469085,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.27877237851662406,0.31202046035805625,0.7269281572758736,0.45313671156962315,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.29838022165387895,0.33248081841432225,0.7264785947326147,0.5508006402535859,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.29752770673486784,0.3333333333333333,0.7298988335897854,0.5970326888046257,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.3009377664109122,0.33844842284739984,0.7300363500893596,0.6065391538967912,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.28815004262574595,0.3111679454390452,0.7352751633387741,0.5686971471269703,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2872975277067349,0.31798806479113384,0.731550906572349,0.5429438517333736,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.29838022165387895,0.33844842284739984,0.719955979930941,0.5191897024672713,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2728047740835465,0.30434782608695654,0.7317577690578523,0.5177919990613747,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.30861040068201195,0.34185848252344414,0.7356431257344916,0.5982814583911029,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.30179028132992325,0.3452685421994885,0.7288085463377089,0.5830840778087959,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2804774083546462,0.309462915601023,0.739159461936619,0.5346697346508203,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2907075873827792,0.32225063938618925,0.730319297901919,0.5684764470063317,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.2796248934356351,0.30605285592497866,0.7437213086316088,0.5635021288652572,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.25404944586530265,0.2804774083546462,0.7430254648819412,0.5424895764717497,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.3052003410059676,0.3410059676044331,0.7289093971535958,0.5580415444448938,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.30179028132992325,0.34441602728047743,0.7308937981929777,0.5657522342126828,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2915601023017903,0.31798806479113384,0.7373181903594866,0.5566613201584704,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2949701619778346,0.3256606990622336,0.7342600053111873,0.5842097578598127,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.2028985507246377,0.2208013640238704,0.7494191986644219,0.5746852933569876,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2855924978687127,0.3188405797101449,0.7299560249982587,0.5603690472555427,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.29241261722080136,0.340153452685422,0.7181165367094836,0.5516741386822266,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.22506393861892582,0.24552429667519182,0.7540832208427075,0.5165896394796518,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.30179028132992325,0.3410059676044331,0.7267181405791661,0.5691682066485324,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.29752770673486784,0.3452685421994885,0.7206781284321172,0.5914669551225624,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.31798806479113384,0.35038363171355497,0.7315306728694588,0.5732955511248001,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.28815004262574595,0.3213981244671782,0.725217171039518,0.5366150139677703,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.1773231031543052,0.19352088661551578,0.7612993162339433,0.49588616599549007,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.216538789428815,0.23444160272804773,0.7493463511520555,0.5091434687213962,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.21483375959079284,0.23785166240409208,0.7375950365870105,0.5214877814552292,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.236999147485081,0.27450980392156865,0.7273276820620727,0.4797529996267058,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.30861040068201195,0.3537936913895993,0.7226651021819169,0.5721281201173788,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.23870417732310314,0.26342710997442453,0.7384154015563597,0.5319126518143996,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2804774083546462,0.32310315430520037,0.7218137192831764,0.5769281102788084,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.2804774083546462,0.3213981244671782,0.7210087071960635,0.5285235683195573,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2625745950554135,0.3009377664109122,0.727304716779115,0.5024626022638873,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2949701619778346,0.3316283034953112,0.7294798945365528,0.5548792344253283,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.2531969309462916,0.28815004262574595,0.7268651249791558,0.5157597750879839,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.28218243819266836,0.32651321398124467,0.7289365204097594,0.6038288186533155,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2830349531116795,0.32310315430520037,0.721452706475817,0.5471725606518258,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.2208013640238704,0.23955669224211423,0.7427152419572763,0.5057187109098985,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2966751918158568,0.32310315430520037,0.7461933739650131,0.5811390124905973,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.28218243819266836,0.319693094629156,0.7265871164924989,0.530401480515579,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.20801364023870417,0.23870417732310314,0.7330791519411959,0.44947285462494074,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.21994884910485935,0.24467178175618073,0.7413429428447146,0.4652602992742599,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2625745950554135,0.2932651321398124,0.7277696952692931,0.5704526739267892,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.2813299232736573,0.30775788576300084,0.7330836076553687,0.5419811058627911,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2847399829497016,0.3137254901960784,0.7471623951545397,0.5766293406646704,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.29411764705882354,0.33248081841432225,0.7319682027981189,0.5732383217566437,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.2813299232736573,0.3154305200341006,0.7276257860329267,0.529877452220026,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2617220801364024,0.29923273657289,0.72083972116856,0.5025240133273277,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2531969309462916,0.27450980392156865,0.7437462161017134,0.5130369572395268,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.226768968456948,0.24296675191815856,0.7647463655938946,0.5443314212199073,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.3103154305200341,0.3452685421994885,0.7345367762838845,0.5785655923437301,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2830349531116795,0.3316283034953112,0.7180181150110952,0.5619467454670379,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.2804774083546462,0.31798806479113384,0.7200256113990583,0.5616555918733697,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.257459505541347,0.2932651321398124,0.7349452986638084,0.5087591273517773,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2855924978687127,0.3273657289002558,0.721470869978838,0.5360102713684641,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.23273657289002558,0.25404944586530265,0.7494953104110422,0.5527485531567083,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2651321398124467,0.28815004262574595,0.7372378499367503,0.5155060594004635,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2557544757033248,0.28218243819266836,0.7287138083094983,0.5548517271050584,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.26427962489343565,0.30775788576300084,0.720205538258864,0.47070500678190613,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.29838022165387895,0.3435635123614663,0.7119929327770208,0.5450843759625709,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.27450980392156865,0.29923273657289,0.7337939913913534,0.52670295752986,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.2804774083546462,0.3145780051150895,0.7311197976248602,0.5674013194703139,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2591645353793691,0.2915601023017903,0.7323060603682848,0.526141129893099,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.23529411764705882,0.2668371696504689,0.734084910015587,0.49143953678067026,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.2872975277067349,0.32225063938618925,0.7272134891370154,0.5463095414507961,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2728047740835465,0.309462915601023,0.7318505428038365,0.49873533642482326,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.25234441602728047,0.2847399829497016,0.73442317016254,0.5595844318432229,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.30605285592497866,0.3512361466325661,0.7234153692460314,0.5493485651886968,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2796248934356351,0.3171355498721228,0.7292843850441991,0.5211168047827232,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2625745950554135,0.28815004262574595,0.7355886176542773,0.554433333930514,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.29241261722080136,0.3316283034953112,0.7258019432082515,0.5665707065543119,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2608695652173913,0.2898550724637681,0.7318661221934522,0.5249343977745841,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2855924978687127,0.3213981244671782,0.7273090743152247,0.5335879149558874,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.23529411764705882,0.2557544757033248,0.7533760568526323,0.537322638748748,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2804774083546462,0.3154305200341006,0.7252306768454855,0.5440686241065646,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2693947144075021,0.30008525149190113,0.732215583906953,0.5480178150646668,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.27024722932651324,0.30861040068201195,0.7213619895316841,0.5388325182219292,1.0
"{'lr': 0.0003, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2728047740835465,0.31287297527706737,0.72352647081309,0.5765380574674808,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.3034953111679454,0.34867860187553285,0.7207777837695308,0.5926569172859335,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.26342710997442453,0.2915601023017903,0.7414473901667292,0.5901595527070523,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.29411764705882354,0.34185848252344414,0.7163965327597124,0.5702631369654243,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.3103154305200341,0.35208866155157714,0.7199304453498392,0.5807253490693252,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.28388746803069054,0.3358908780903666,0.7169546811755759,0.5484948621336724,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2958226768968457,0.3452685421994885,0.7151798652678898,0.560161407710671,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2710997442455243,0.29838022165387895,0.7347197645270568,0.5284664684570245,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.19948849104859334,0.216538789428815,0.7509153696296061,0.532997271140416,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2506393861892583,0.27621483375959077,0.7470531112521126,0.616532640926107,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.14407502131287298,0.15430520034100598,0.7688060198417063,0.4520570035846603,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.26768968456947995,0.31287297527706737,0.7179441736714428,0.498330857159254,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.28218243819266836,0.3273657289002558,0.7165301330441946,0.5093906400315403,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.24893435635123615,0.2770673486786019,0.750909272215735,0.5970142387605254,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.30008525149190113,0.34271099744245526,0.7198501813246939,0.5368175427701366,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.29752770673486784,0.3452685421994885,0.7219610151704606,0.5425930408963978,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2531969309462916,0.2830349531116795,0.7304173865613466,0.45300075850130606,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.19352088661551578,0.21398124467178176,0.7454862230163758,0.4483862589986223,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256, 'w_tox': 200.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.2421142369991475,0.26854219948849106,0.7517236876891011,0.5673892224621846,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.2966751918158568,0.3213981244671782,0.7389019729862756,0.6014008210563394,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.289002557544757,0.32310315430520037,0.7386004001028993,0.6109196686112663,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.28218243819266836,0.3154305200341006,0.733506216004374,0.5855488597691281,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2804774083546462,0.3154305200341006,0.7265582302121325,0.5606636405475459,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.26342710997442453,0.2898550724637681,0.7424123755332049,0.5648446797714073,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 100.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.28815004262574595,0.3188405797101449,0.7285286799172729,0.5778713666962242,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.30008525149190113,0.3333333333333333,0.7292527916959247,0.5791370013937299,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 150.0, 'w_pen': 50.0}",0.2932651321398124,0.33248081841432225,0.7251173337849857,0.5848429457145738,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 25.0}",0.2864450127877238,0.3256606990622336,0.7234495824533183,0.5383272767713099,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 200.0, 'w_pen': 50.0}",0.2898550724637681,0.33674339300937767,0.7190610408539166,0.512455931742924,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 25.0}",0.28218243819266836,0.3069053708439898,0.7446133837254544,0.5593526758253913,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 150.0, 'w_flip': 300.0, 'w_pen': 50.0}",0.29838022165387895,0.329923273657289,0.735453282614603,0.5595822008092466,1.0
"{'lr': 0.0005, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512, 'w_tox': 200.0, 'w_flip': 150.0, 'w_pen': 25.0}",0.30264279624893436,0.3410059676044331,0.7288408542893845,0.5961876332075398,1.0
