params,strict_success,loose_success,avg_sim_success,avg_steps
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 256}",0.216538789428815,0.23955669224211423,0.7473034074122495,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512}",0.2693947144075021,0.2915601023017903,0.7357960673237256,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024}",0.2659846547314578,0.2872975277067349,0.7447229195825587,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 2048}",0.2659846547314578,0.29411764705882354,0.7279393636702777,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256}",0.24808184143222506,0.2710997442455243,0.7433246224783422,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512}",0.23444160272804773,0.24893435635123615,0.7533135844257141,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024}",0.24552429667519182,0.26342710997442453,0.7395276481949942,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 2048}",0.226768968456948,0.24040920716112532,0.7584846840621194,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 256}",0.19011082693947143,0.21057118499573743,0.7433374022079411,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 512}",0.23017902813299232,0.24978687127024723,0.7500169703099718,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 1024}",0.22421142369991476,0.2506393861892583,0.7447319757517468,1.0
"{'lr': 0.0001, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 2048}",0.24296675191815856,0.25404944586530265,0.7459212903924841,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 64, 'hidden_dim': 256}",0.27024722932651324,0.2958226768968457,0.7363770074764009,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 64, 'hidden_dim': 512}",0.2796248934356351,0.31287297527706737,0.7338229688199928,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 64, 'hidden_dim': 1024}",0.2506393861892583,0.2804774083546462,0.7338044671549874,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 64, 'hidden_dim': 2048}",0.2421142369991475,0.2668371696504689,0.7374357831960892,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 128, 'hidden_dim': 256}",0.2549019607843137,0.27450980392156865,0.7552716080922913,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 128, 'hidden_dim': 512}",0.2608695652173913,0.2932651321398124,0.7311737956488461,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 128, 'hidden_dim': 1024}",0.2728047740835465,0.309462915601023,0.7328598406155015,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 128, 'hidden_dim': 2048}",0.2566069906223359,0.2898550724637681,0.7322534694006289,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 256, 'hidden_dim': 256}",0.22847399829497017,0.24552429667519182,0.7479421308030327,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 256, 'hidden_dim': 512}",0.22762148337595908,0.2514919011082694,0.7489964496741582,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 256, 'hidden_dim': 1024}",0.2412617220801364,0.2608695652173913,0.7428351785378526,1.0
"{'lr': 5e-05, 'gamma': 0.1, 'batch_size': 256, 'hidden_dim': 2048}",0.2071611253196931,0.23273657289002558,0.7400928190462955,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 256}",0.2693947144075021,0.2949701619778346,0.7354471208131661,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 512}",0.2796248934356351,0.31287297527706737,0.7338229672852138,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 1024}",0.27450980392156865,0.30264279624893436,0.7310527771128349,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 64, 'hidden_dim': 2048}",0.23529411764705882,0.2651321398124467,0.7324750127764166,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 128, 'hidden_dim': 256}",0.2549019607843137,0.27450980392156865,0.7552716075369685,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 128, 'hidden_dim': 512}",0.2608695652173913,0.2932651321398124,0.7311737954409229,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 128, 'hidden_dim': 1024}",0.2796248934356351,0.31628303495311166,0.7258695926751103,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 128, 'hidden_dim': 2048}",0.257459505541347,0.28815004262574595,0.7331944605743101,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 256, 'hidden_dim': 256}",0.2216538789428815,0.23870417732310314,0.7507346433170707,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 256, 'hidden_dim': 512}",0.2463768115942029,0.27195225916453536,0.7505444454686503,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 256, 'hidden_dim': 1024}",0.24722932651321397,0.27024722932651324,0.7464207460940574,1.0
"{'lr': 5e-05, 'gamma': 0.5, 'batch_size': 256, 'hidden_dim': 2048}",0.2318840579710145,0.2549019607843137,0.7411576287565562,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 64, 'hidden_dim': 256}",0.27024722932651324,0.2958226768968457,0.7363770071672123,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 64, 'hidden_dim': 512}",0.2796248934356351,0.31287297527706737,0.7338229681378688,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 64, 'hidden_dim': 1024}",0.2531969309462916,0.2830349531116795,0.7375970307741654,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 64, 'hidden_dim': 2048}",0.21142369991474852,0.2318840579710145,0.7375911714521031,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 128, 'hidden_dim': 256}",0.2549019607843137,0.27450980392156865,0.755271606870581,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 128, 'hidden_dim': 512}",0.24552429667519182,0.2770673486786019,0.7306092625857263,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 128, 'hidden_dim': 1024}",0.27365728900255754,0.3103154305200341,0.7317478042919562,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 128, 'hidden_dim': 2048}",0.26001705029838024,0.29752770673486784,0.7279633013738893,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 256, 'hidden_dim': 256}",0.22847399829497017,0.24552429667519182,0.7479421303063274,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 256, 'hidden_dim': 512}",0.24467178175618073,0.2770673486786019,0.7521952862723577,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 256, 'hidden_dim': 1024}",0.2549019607843137,0.28388746803069054,0.7370630932249224,1.0
"{'lr': 5e-05, 'gamma': 0.9, 'batch_size': 256, 'hidden_dim': 2048}",0.19522591645353793,0.22250639386189258,0.7253390286705188,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 256}",0.27024722932651324,0.2958226768968457,0.7363770082236061,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 512}",0.2796248934356351,0.31287297527706737,0.7338229676749989,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 1024}",0.257459505541347,0.289002557544757,0.733665704029822,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 64, 'hidden_dim': 2048}",0.22506393861892582,0.24893435635123615,0.7385700541653986,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 256}",0.2549019607843137,0.27450980392156865,0.7552716076202669,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 512}",0.24552429667519182,0.2770673486786019,0.7306092637961592,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 1024}",0.2549019607843137,0.2872975277067349,0.732194538691965,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 128, 'hidden_dim': 2048}",0.257459505541347,0.2958226768968457,0.7260237719175676,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 256}",0.226768968456948,0.24808184143222506,0.7437147040482819,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 512}",0.24893435635123615,0.2753623188405797,0.7521199162251131,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 1024}",0.236999147485081,0.2566069906223359,0.7445988858439525,1.0
"{'lr': 5e-05, 'gamma': 0.99, 'batch_size': 256, 'hidden_dim': 2048}",0.18073316283034954,0.20460358056265984,0.7354236732638773,1.0
